t,spec_uid,uid,suite,task_id,seed,base_idx,w,noise_seed,cluster,is_novel_injection,lifecycle_state,executor,decision_reason,outcome,steps,bc_pool,sigma_k,phi_k,p_ge_tau,tau,wall_s,ledger,episode,cluster_id,cold_start,initial_state_id,episode_seed,observation_noise_seed,perturbation_width,controller,state_before,state_after,B_k_size,training_triggered,training_round,probe_triggered,probe_success_count,probe_failure_count,tau_k,habit_fired,habit_success,teacher_used,teacher_success,demotion,rematuration,transition_to_X,episode_success,VLA_calls,habit_calls,episode_latency,wall_clock_time,policy_version,probe_rounds,ineligible,shadow_jur_score,shadow_jur_q,shadow_jur_accept,aci_fired,aci_fired_fail,aci_empirical_risk,retrain_n,retrain_probe_round,retrain_passed,retrain_train_wall_s,retrain_formation_wall_s,retrain_probe_habit_calls,retrain_bc_pool_at_trigger,ledger_update_source,ledger_update_success
2257,975a1f5060759c61,975a1f5060759c61,libero_goal,4,2,17,0.01,8002257,libero_goal_task4,False,M,habit,fire,success,80,20,75.0,5.0,0.9995,0.8,2.35,operational,2257,libero_goal_task4,False,17,92257,8002257,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.354,2026-08-31 10:27:00,1,1,False,4.505,6.268,True,60,4,0.0667,,,,,,,,fire,True
2258,3680da10e46cae7e,3680da10e46cae7e,libero_goal,0,2,18,0.01,8002258,libero_goal_task0,False,M,habit,fire,success,136,80,27.5,1.5,0.977,0.8,2.9,operational,2258,libero_goal_task0,False,18,92258,8002258,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,17,2.9,2026-08-31 10:27:03,2,2,False,5.5,6.126,True,4,0,0.0,,,,,,,,fire,True
2259,7bd0f02d93563fa6,7bd0f02d93563fa6,libero_goal,2,2,19,0.01,8002259,libero_goal_task2,False,M,habit,fire,success,85,20,75.0,2.0,1.0,0.8,3.82,operational,2259,libero_goal_task2,False,19,92259,8002259,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,3.821,2026-08-31 10:27:07,1,1,False,5.306,7.593,True,57,2,0.0351,,,,,,,,fire,True
2260,e2d4d74e0b9f82d2,e2d4d74e0b9f82d2,libero_spatial,1,2,20,0.01,8002260,libero_spatial_task1,False,M,habit,fire,success,107,80,26.25,1.75,0.9617,0.8,4.83,operational,2260,libero_spatial_task1,False,20,92260,8002260,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,14,4.831,2026-08-31 10:27:12,2,2,False,6.902,6.402,False,3,0,0.0,,,,,,,,fire,True
2261,bfd14c83381fbeba,bfd14c83381fbeba,libero_10,5,2,21,0.01,8002261,libero_10_task5,False,I,vla,immature,success,180,77,17.0,3.0,0.6296,0.8,5.74,operational,2261,libero_10_task5,False,21,92261,8002261,0.01,vla,I,I,77,False,1,False,,,0.8,False,,True,True,False,False,False,True,23,0,5.741,2026-08-31 10:27:19,1,1,False,4.248,6.98,True,0,0,0.0,,,,,,,,teacher,True
2262,bcf5915e9f09d692,bcf5915e9f09d692,libero_object,0,2,22,0.01,8002262,libero_object_task0,False,M,habit,fire,success,134,80,34.5,0.5,0.9988,0.8,4.14,operational,2262,libero_object_task0,False,22,92262,8002262,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,17,4.143,2026-08-31 10:27:26,2,2,False,5.65,7.11,True,10,0,0.0,,,,,,,,fire,True
2263,f87d011f87ab9cf0,f87d011f87ab9cf0,libero_10,2,2,23,0.01,8002263,libero_10_task2,False,M,habit,fire,success,277,20,81.0,4.0,1.0,0.8,3.71,operational,2263,libero_10_task2,False,23,92263,8002263,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,35,3.709,2026-08-31 10:27:31,1,1,False,4.83,7.548,True,65,3,0.0462,,,,,,,,fire,True
2264,4a6a9222c88c0603,4a6a9222c88c0603,libero_spatial,0,2,24,0.01,8002264,libero_spatial_task0,False,I,vla,immature,success,77,77,18.0,2.0,0.8213,0.8,13.82,operational,2264,libero_spatial_task0,False,24,92264,8002264,0.01,vla,I,I,77,False,1,False,,,0.8,False,,True,True,False,False,False,True,10,0,13.815,2026-08-31 10:27:36,1,1,False,5.971,6.735,True,0,0,0.0,,,,,,,,teacher,True
2265,fda3e7e18e4332da,fda3e7e18e4332da,libero_object,6,2,25,0.01,8002265,libero_object_task6,False,X,vla,habit_ineligible,success,139,88,22.0,3.0,0.7932,0.8,15.36,operational,2265,libero_object_task6,False,25,92265,8002265,0.01,vla,X,X,88,False,2,False,,,0.8,False,,True,True,False,False,False,True,18,0,15.363,2026-08-31 10:27:51,2,2,True,7.772,7.821,True,0,0,0.0,,,,,,,,teacher,True
2266,7daa0da544c3dd7e,7daa0da544c3dd7e,libero_goal,1,2,26,0.01,8002266,libero_goal_task1,False,M,habit,fire,success,82,20,72.0,4.0,0.9997,0.804,3.75,operational,2266,libero_goal_task1,False,26,92266,8002266,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,11,3.749,2026-08-31 10:28:08,1,1,False,3.718,6.561,True,56,4,0.0714,,,,,,,,fire,True
2267,77ea2a0b077e7d09,77ea2a0b077e7d09,libero_spatial,5,2,27,0.01,9002267,libero_spatial_task5,True,I,vla,immature,fail,220,25,9.0,11.0,0.0002,0.8,17.25,operational,2267,libero_spatial_task5,True,27,102267,9002267,0.01,vla,I,I,25,False,1,False,,,0.8,False,,True,False,False,False,False,False,28,0,17.251,2026-08-31 10:28:13,1,1,False,,,,0,0,0.0,,,,,,,,teacher,False
2268,874cdb3703c48a5c,874cdb3703c48a5c,libero_10,2,2,28,0.01,8002268,libero_10_task2,False,M,habit,fire,success,228,20,82.0,4.0,1.0,0.8,3.5,operational,2268,libero_10_task2,False,28,92268,8002268,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,29,3.5,2026-08-31 10:28:31,1,1,False,5.351,7.548,True,66,3,0.0455,,,,,,,,fire,True
2269,6e5a3284974633a0,6e5a3284974633a0,libero_object,7,2,29,0.01,8002269,libero_object_task7,False,X,vla,habit_ineligible,success,134,81,22.0,3.0,0.7932,0.8,13.75,operational,2269,libero_object_task7,False,29,92269,8002269,0.01,vla,X,X,81,False,2,False,,,0.8,False,,True,True,False,False,False,True,17,0,13.753,2026-08-31 10:28:36,2,2,True,5.1,7.127,True,0,0,0.0,,,,,,,,teacher,True
2270,d72a0e2d1f48e15f,d72a0e2d1f48e15f,libero_object,9,2,30,0.01,8002270,libero_object_task9,False,M,habit,fire,success,114,20,59.0,3.0,0.9992,0.804,3.87,operational,2270,libero_object_task9,False,30,92270,8002270,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,15,3.873,2026-08-31 10:28:51,1,1,False,5.072,6.215,True,42,3,0.0714,,,,,,,,fire,True
2271,0d06ab41057d8e1e,0d06ab41057d8e1e,libero_object,0,2,31,0.01,8002271,libero_object_task0,False,M,habit,fire,success,151,80,35.5,0.5,0.9991,0.8,4.35,operational,2271,libero_object_task0,False,31,92271,8002271,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,19,4.346,2026-08-31 10:28:57,2,2,False,4.938,7.11,True,11,0,0.0,,,,,,,,fire,True
2272,7e19edb42993e52a,7e19edb42993e52a,libero_object,2,2,32,0.01,8002272,libero_object_task2,False,M,habit,fire,success,114,20,72.0,3.0,0.9999,0.8,3.95,operational,2272,libero_object_task2,False,32,92272,8002272,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,3.952,2026-08-31 10:29:02,1,1,False,6.533,7.286,True,55,3,0.0545,,,,,,,,fire,True
2273,d29b492a536b97a9,d29b492a536b97a9,libero_object,9,2,33,0.01,8002273,libero_object_task9,False,M,habit,fire,success,111,20,60.0,3.0,0.9995,0.8,3.77,operational,2273,libero_object_task9,False,33,92273,8002273,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.768,2026-08-31 10:29:08,1,1,False,5.931,6.215,True,43,3,0.0698,,,,,,,,fire,True
2274,8d9a111c0d8443fc,8d9a111c0d8443fc,libero_spatial,5,2,34,0.01,9002274,libero_spatial_task5,True,I,vla,immature,success,148,26,9.0,11.0,0.0002,0.8,14.18,operational,2274,libero_spatial_task5,True,34,102274,9002274,0.01,vla,I,I,26,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,14.183,2026-08-31 10:29:13,1,1,False,,,,0,0,0.0,,,,,,,,teacher,True
2275,6dca1943edf851e6,6dca1943edf851e6,libero_goal,6,2,35,0.01,8002275,libero_goal_task6,False,X,vla,habit_ineligible,success,89,87,20.75,4.25,0.568,0.8,14.03,operational,2275,libero_goal_task6,False,35,92275,8002275,0.01,vla,X,X,87,False,2,False,,,0.8,False,,True,True,False,False,False,True,12,0,14.034,2026-08-31 10:29:29,2,2,True,4.527,6.817,True,0,0,0.0,,,,,,,,teacher,True
2276,f655a81c6af0b768,f655a81c6af0b768,libero_goal,8,2,36,0.01,8002276,libero_goal_task8,False,M,habit,fire,success,67,20,65.0,3.0,0.9998,0.8,3.61,operational,2276,libero_goal_task8,False,36,92276,8002276,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.609,2026-08-31 10:29:44,1,1,False,4.725,6.892,True,48,3,0.0625,,,,,,,,fire,True
2277,9cec3eb318182131,9cec3eb318182131,libero_10,2,2,37,0.01,8002277,libero_10_task2,False,M,habit,fire,fail,520,20,82.0,5.0,0.9995,0.816,5.14,operational,2277,libero_10_task2,False,37,92277,8002277,0.01,habit,M,M,20,False,1,False,,,0.816,True,False,False,,False,False,False,False,0,65,5.143,2026-08-31 10:29:48,1,1,False,6.513,7.548,True,67,4,0.0597,,,,,,,,fire,False
2278,7542f3a47d385f58,7542f3a47d385f58,libero_goal,8,2,38,0.01,8002278,libero_goal_task8,False,M,habit,fire,success,71,20,66.0,3.0,0.9998,0.8,3.67,operational,2278,libero_goal_task8,False,38,92278,8002278,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.669,2026-08-31 10:29:55,1,1,False,4.871,6.892,True,49,3,0.0612,,,,,,,,fire,True
2279,91059032a20cfc3d,91059032a20cfc3d,libero_object,0,2,39,0.01,8002279,libero_object_task0,False,M,habit,fire,success,127,80,36.5,0.5,0.9992,0.8,3.91,operational,2279,libero_object_task0,False,39,92279,8002279,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,16,3.908,2026-08-31 10:30:00,2,2,False,4.203,7.11,True,12,0,0.0,,,,,,,,fire,True
2280,6698ff90ced2bf9e,6698ff90ced2bf9e,libero_object,4,2,0,0.01,8002280,libero_object_task4,False,M,habit,fire,success,155,20,75.0,0.0,1.0,0.8,4.11,operational,2280,libero_object_task4,False,0,92280,8002280,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,20,4.114,2026-08-31 10:30:05,1,1,False,4.965,6.7,True,55,0,0.0,,,,,,,,fire,True
2281,91972693942bddf2,91972693942bddf2,libero_object,5,2,1,0.01,8002281,libero_object_task5,False,M,habit,fire,success,122,80,33.75,1.5,0.9927,0.8,2.65,operational,2281,libero_object_task5,False,1,92281,8002281,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,16,2.65,2026-08-31 10:30:09,2,2,False,5.086,7.184,True,11,1,0.0909,,,,,,,,fire,True
2282,4b56bf80e8c20f8f,4b56bf80e8c20f8f,libero_object,1,2,2,0.01,8002282,libero_object_task1,False,X,vla,habit_ineligible,success,120,88,22.75,2.25,0.8913,0.8,12.78,operational,2282,libero_object_task1,False,2,92282,8002282,0.01,vla,X,X,88,False,2,False,,,0.8,False,,True,True,False,False,False,True,15,0,12.783,2026-08-31 10:30:13,2,2,True,5.596,6.242,True,0,0,0.0,,,,,,,,teacher,True
2283,b381293cdc46d68c,b381293cdc46d68c,libero_spatial,0,2,3,0.01,8002283,libero_spatial_task0,False,I,vla,immature,success,88,78,18.0,2.0,0.8213,0.8,13.25,operational,2283,libero_spatial_task0,False,3,92283,8002283,0.01,vla,I,I,78,False,1,False,,,0.8,False,,True,True,False,False,False,True,11,0,13.25,2026-08-31 10:30:28,1,1,False,4.884,6.735,True,0,0,0.0,,,,,,,,teacher,True
2284,ddbd6f28592fa333,ddbd6f28592fa333,libero_object,2,2,4,0.01,8002284,libero_object_task2,False,M,habit,fire,success,113,20,73.0,3.0,1.0,0.8,4.0,operational,2284,libero_object_task2,False,4,92284,8002284,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,4.004,2026-08-31 10:30:42,1,1,False,5.675,7.286,True,56,3,0.0536,,,,,,,,fire,True
2285,14db93af97bc1261,14db93af97bc1261,libero_spatial,4,2,5,0.01,9002285,libero_spatial_task4,True,M,habit,fire,success,127,20,23.0,1.0,0.9726,0.8,5.35,operational,2285,libero_spatial_task4,True,5,102285,9002285,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,16,5.35,2026-08-31 10:30:48,1,1,False,,,,4,0,0.0,,,,,,,,fire,True
2286,4d756005dee15fe8,4d756005dee15fe8,libero_goal,2,2,6,0.01,8002286,libero_goal_task2,False,M,habit,fire,success,93,20,76.0,2.0,1.0,0.8,3.9,operational,2286,libero_goal_task2,False,6,92286,8002286,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.898,2026-08-31 10:30:55,1,1,False,5.319,7.593,True,58,2,0.0345,,,,,,,,fire,True
2287,648cd48cdab09ad8,648cd48cdab09ad8,libero_spatial,9,2,7,0.01,9002287,libero_spatial_task9,True,I,vla,immature,success,117,30,13.0,7.0,0.0431,0.8,5.9,operational,2287,libero_spatial_task9,True,7,102287,9002287,0.01,vla,I,I,30,False,1,False,,,0.8,False,,True,True,False,False,False,True,15,0,5.895,2026-08-31 10:31:00,1,1,False,,,,0,0,0.0,,,,,,,,teacher,True
2288,1517310f84297dca,1517310f84297dca,libero_goal,2,2,8,0.01,8002288,libero_goal_task2,False,M,habit,fire,success,96,20,77.0,2.0,1.0,0.8,3.86,operational,2288,libero_goal_task2,False,8,92288,8002288,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.863,2026-08-31 10:31:08,1,1,False,4.574,7.593,True,59,2,0.0339,,,,,,,,fire,True
2289,1fd34977135e9044,1fd34977135e9044,libero_object,7,2,9,0.01,8002289,libero_object_task7,False,X,vla,habit_ineligible,success,129,82,22.0,3.0,0.7932,0.8,13.1,operational,2289,libero_object_task7,False,9,92289,8002289,0.01,vla,X,X,82,False,2,False,,,0.8,False,,True,True,False,False,False,True,17,0,13.1,2026-08-31 10:31:13,2,2,True,4.401,7.127,True,0,0,0.0,,,,,,,,teacher,True
2290,48567e853e08a4e1,48567e853e08a4e1,libero_goal,6,2,10,0.01,8002290,libero_goal_task6,False,X,vla,habit_ineligible,success,92,88,20.75,4.25,0.568,0.8,12.34,operational,2290,libero_goal_task6,False,10,92290,8002290,0.01,vla,X,X,88,False,2,False,,,0.8,False,,True,True,False,False,False,True,12,0,12.345,2026-08-31 10:31:27,2,2,True,6.102,6.817,True,0,0,0.0,,,,,,,,teacher,True
2291,ea125429a61982b2,ea125429a61982b2,libero_spatial,0,2,11,0.01,8002291,libero_spatial_task0,False,I,vla,immature,success,74,79,18.0,2.0,0.8213,0.8,12.66,operational,2291,libero_spatial_task0,False,11,92291,8002291,0.01,vla,I,I,79,False,1,False,,,0.8,False,,True,True,False,False,False,True,10,0,12.663,2026-08-31 10:31:41,1,1,False,6.077,6.735,True,0,0,0.0,,,,,,,,teacher,True
2292,3010d871e0201032,3010d871e0201032,libero_goal,3,2,12,0.01,8002292,libero_goal_task3,False,I,vla,immature,fail,300,79,19.0,2.0,0.798,0.816,15.93,operational,2292,libero_goal_task3,False,12,92292,8002292,0.01,vla,I,I,79,False,1,False,,,0.816,False,,True,False,False,False,False,False,38,0,15.934,2026-08-31 10:31:55,1,1,False,5.224,6.157,True,1,1,1.0,,,,,,,,teacher,False
2293,c74e5c886bdace22,c74e5c886bdace22,libero_object,9,2,13,0.01,8002293,libero_object_task9,False,M,habit,fire,success,119,20,61.0,3.0,0.9996,0.8,3.94,operational,2293,libero_object_task9,False,13,92293,8002293,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,3.943,2026-08-31 10:32:13,1,1,False,5.744,6.215,True,44,3,0.0682,,,,,,,,fire,True
2294,c557f1a4ff70c95f,c557f1a4ff70c95f,libero_object,4,2,14,0.01,8002294,libero_object_task4,False,M,habit,fire,success,143,20,76.0,0.0,1.0,0.8,4.12,operational,2294,libero_object_task4,False,14,92294,8002294,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,18,4.121,2026-08-31 10:32:18,1,1,False,5.695,6.7,True,56,0,0.0,,,,,,,,fire,True
2295,d0965515c1c985de,d0965515c1c985de,libero_goal,9,2,15,0.01,8002295,libero_goal_task9,False,I,vla,immature,success,126,71,12.0,8.0,0.0144,0.8,5.15,operational,2295,libero_goal_task9,False,15,92295,8002295,0.01,vla,I,I,71,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,5.152,2026-08-31 10:32:23,1,1,False,5.755,7.553,True,0,0,0.0,,,,,,,,teacher,True
2296,3421ae090249c656,3421ae090249c656,libero_spatial,1,2,16,0.01,8002296,libero_spatial_task1,False,M,habit,fire,success,106,80,27.25,1.75,0.9677,0.8,4.94,operational,2296,libero_spatial_task1,False,16,92296,8002296,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,14,4.94,2026-08-31 10:32:30,2,2,False,5.142,6.402,True,4,0,0.0,,,,,,,,fire,True
