t,spec_uid,uid,suite,task_id,seed,base_idx,w,noise_seed,cluster,is_novel_injection,lifecycle_state,executor,decision_reason,outcome,steps,bc_pool,sigma_k,phi_k,p_ge_tau,tau,wall_s,ledger,episode,cluster_id,cold_start,initial_state_id,episode_seed,observation_noise_seed,perturbation_width,controller,state_before,state_after,B_k_size,training_triggered,training_round,probe_triggered,probe_success_count,probe_failure_count,tau_k,habit_fired,habit_success,teacher_used,teacher_success,demotion,rematuration,transition_to_X,episode_success,VLA_calls,habit_calls,episode_latency,wall_clock_time,policy_version,probe_rounds,ineligible,shadow_jur_score,shadow_jur_q,shadow_jur_accept,aci_fired,aci_fired_fail,aci_empirical_risk,retrain_n,retrain_probe_round,retrain_passed,retrain_train_wall_s,retrain_formation_wall_s,retrain_probe_habit_calls,retrain_bc_pool_at_trigger,ledger_update_source,ledger_update_success
817,572b3f01c07c15f7,572b3f01c07c15f7,libero_goal,1,2,17,0.01,8000817,libero_goal_task1,False,M,habit,fire,success,81,20,31.0,1.0,0.9922,0.808,2.37,operational,817,libero_goal_task1,False,17,90817,8000817,0.01,habit,M,M,20,False,1,False,,,0.808,True,True,False,,False,False,False,True,0,11,2.366,2026-08-31 03:58:25,1,1,False,5.126,6.561,True,12,1,0.0833,,,,,,,,fire,True
818,c4f6005959fb6d87,c4f6005959fb6d87,libero_goal,3,2,18,0.01,8000818,libero_goal_task3,False,I,vla,immature,fail,300,28,19.0,2.0,0.798,0.816,15.98,operational,818,libero_goal_task3,False,18,90818,8000818,0.01,vla,I,I,28,False,1,False,,,0.816,False,,True,False,False,False,False,False,38,0,15.983,2026-08-31 03:58:28,1,1,False,4.052,6.157,True,1,1,1.0,,,,,,,,teacher,False
819,9c67499c34472134,9c67499c34472134,libero_object,6,2,19,0.01,8000819,libero_object_task6,False,I,vla,immature,success,153,38,12.0,8.0,0.0144,0.8,17.47,operational,819,libero_object_task6,False,19,90819,8000819,0.01,vla,I,I,38,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,17.472,2026-08-31 03:58:46,1,1,False,3.948,7.821,True,0,0,0.0,,,,,,,,teacher,True
820,739553c95cab021f,739553c95cab021f,libero_object,4,2,20,0.01,8000820,libero_object_task4,False,I,vla,immature,success,130,17,0,0,0.2,0.8,4.99,operational,820,libero_object_task4,False,20,90820,8000820,0.01,vla,I,I,17,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,4.994,2026-08-31 03:59:04,0,0,False,5.856,6.7,True,0,0,0.0,,,,,,,,teacher,True
821,ce0fa1da29e5b7aa,ce0fa1da29e5b7aa,libero_object,9,2,21,0.01,8000821,libero_object_task9,False,M,habit,fire,success,110,20,21.0,0.0,0.9926,0.8,3.76,operational,821,libero_object_task9,False,21,90821,8000821,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.761,2026-08-31 03:59:11,1,1,False,4.518,6.215,True,1,0,0.0,,,,,,,,fire,True
822,900e0791f6aaad57,900e0791f6aaad57,libero_object,0,2,22,0.01,8000822,libero_object_task0,False,I,vla,immature,success,142,33,18.0,2.0,0.8213,0.8,5.23,operational,822,libero_object_task0,False,22,90822,8000822,0.01,vla,I,I,33,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,5.23,2026-08-31 03:59:16,1,1,False,4.522,7.11,True,0,0,0.0,,,,,,,,teacher,True
823,2aeecdb9a50c7828,2aeecdb9a50c7828,libero_spatial,2,2,23,0.01,9000823,libero_spatial_task2,True,I,vla,immature,success,92,11,0,0,0.2,0.8,13.79,operational,823,libero_spatial_task2,True,23,100823,9000823,0.01,vla,I,I,11,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,13.787,2026-08-31 03:59:23,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
824,51f4cbedfce93d2d,51f4cbedfce93d2d,libero_object,3,2,24,0.01,8000824,libero_object_task3,False,I,vla,immature,success,164,33,17.0,3.0,0.6296,0.8,12.1,operational,824,libero_object_task3,False,24,90824,8000824,0.01,vla,I,I,33,False,1,False,,,0.8,False,,True,True,False,False,False,True,21,0,12.099,2026-08-31 03:59:36,1,1,False,5.581,6.318,True,0,0,0.0,,,,,,,,teacher,True
825,f6a40f64a090b1b4,f6a40f64a090b1b4,libero_goal,6,2,25,0.01,8000825,libero_goal_task6,False,I,vla,immature,success,96,37,15.0,5.0,0.2307,0.8,12.35,operational,825,libero_goal_task6,False,25,90825,8000825,0.01,vla,I,I,37,False,1,False,,,0.8,False,,True,True,False,False,False,True,12,0,12.349,2026-08-31 03:59:50,1,1,False,4.436,6.817,True,0,0,0.0,,,,,,,,teacher,True
826,30ec19ef8aff6ca4,30ec19ef8aff6ca4,libero_spatial,4,2,26,0.01,9000826,libero_spatial_task4,True,I,vla,immature,success,129,6,0,0,0.2,0.8,14.49,operational,826,libero_spatial_task4,True,26,100826,9000826,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,14.49,2026-08-31 04:00:04,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
827,28c9e23bfdd7322d,28c9e23bfdd7322d,libero_spatial,7,2,27,0.01,9000827,libero_spatial_task7,True,I,vla,immature,success,121,8,0,0,0.2,0.8,5.97,operational,827,libero_spatial_task7,True,27,100827,9000827,0.01,vla,I,I,8,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,5.971,2026-08-31 04:00:20,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
828,612d37bdaa338916,612d37bdaa338916,libero_10,2,2,28,0.01,8000828,libero_10_task2,False,M,habit,fire,success,238,20,24.0,1.0,0.9773,0.8,3.44,operational,828,libero_10_task2,False,28,90828,8000828,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,30,3.437,2026-08-31 04:00:27,1,1,False,5.587,7.548,True,5,0,0.0,,,,,,,,fire,True
829,15168fa6d2ade819,15168fa6d2ade819,libero_object,2,2,29,0.01,8000829,libero_object_task2,False,M,habit,fire,success,115,20,22.0,0.0,0.9941,0.8,3.82,operational,829,libero_object_task2,False,29,90829,8000829,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,3.82,2026-08-31 04:00:31,1,1,False,4.944,7.286,True,2,0,0.0,,,,,,,,fire,True
830,3d512301343d5c43,3d512301343d5c43,libero_goal,5,2,30,0.01,8000830,libero_goal_task5,False,I,vla,immature,success,126,36,18.0,2.0,0.8213,0.8,12.69,operational,830,libero_goal_task5,False,30,90830,8000830,0.01,vla,I,I,36,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.688,2026-08-31 04:00:36,1,1,False,4.993,6.344,True,0,0,0.0,,,,,,,,teacher,True
831,a19dd2b0595cefb6,a19dd2b0595cefb6,libero_10,5,2,31,0.01,8000831,libero_10_task5,False,I,vla,immature,success,165,22,17.0,3.0,0.6296,0.8,13.23,operational,831,libero_10_task5,False,31,90831,8000831,0.01,vla,I,I,22,False,1,False,,,0.8,False,,True,True,False,False,False,True,21,0,13.226,2026-08-31 04:00:51,1,1,False,4.548,6.98,True,0,0,0.0,,,,,,,,teacher,True
832,6959fb6595bb8d70,6959fb6595bb8d70,libero_object,4,2,32,0.01,8000832,libero_object_task4,False,I,vla,immature,success,144,18,0,0,0.2,0.8,17.11,operational,832,libero_object_task4,False,32,90832,8000832,0.01,vla,I,I,18,False,0,False,,,0.8,False,,True,True,False,False,False,True,18,0,17.11,2026-08-31 04:01:05,0,0,False,4.763,6.7,True,0,0,0.0,,,,,,,,teacher,True
833,971795c4914a895a,971795c4914a895a,libero_spatial,0,2,33,0.01,8000833,libero_spatial_task0,False,I,vla,immature,success,77,32,18.0,2.0,0.8213,0.8,15.09,operational,833,libero_spatial_task0,False,33,90833,8000833,0.01,vla,I,I,32,False,1,False,,,0.8,False,,True,True,False,False,False,True,10,0,15.09,2026-08-31 04:01:24,1,1,False,6.209,6.735,True,0,0,0.0,,,,,,,,teacher,True
834,45d6a9a4dac23a10,45d6a9a4dac23a10,libero_10,2,2,34,0.01,8000834,libero_10_task2,False,M,habit,fire,success,247,20,25.0,1.0,0.9813,0.8,3.58,operational,834,libero_10_task2,False,34,90834,8000834,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,31,3.58,2026-08-31 04:01:40,1,1,False,6.815,7.548,True,6,0,0.0,,,,,,,,fire,True
835,9840cbc87e6903ec,9840cbc87e6903ec,libero_object,6,2,35,0.01,8000835,libero_object_task6,False,I,vla,immature,success,146,39,12.0,8.0,0.0144,0.8,13.28,operational,835,libero_object_task6,False,35,90835,8000835,0.01,vla,I,I,39,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,13.278,2026-08-31 04:01:45,1,1,False,5.013,7.821,True,0,0,0.0,,,,,,,,teacher,True
836,9bf15e04863019c0,9bf15e04863019c0,libero_spatial,7,2,36,0.01,9000836,libero_spatial_task7,True,I,vla,immature,success,115,9,0,0,0.2,0.8,14.37,operational,836,libero_spatial_task7,True,36,100836,9000836,0.01,vla,I,I,9,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,14.369,2026-08-31 04:02:00,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
837,32913cf8e028e5c6,32913cf8e028e5c6,libero_spatial,8,2,37,0.01,9000837,libero_spatial_task8,True,I,vla,immature,success,94,9,0,0,0.2,0.8,5.28,operational,837,libero_spatial_task8,True,37,100837,9000837,0.01,vla,I,I,9,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,5.277,2026-08-31 04:02:16,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
838,071c2d8798441038,071c2d8798441038,libero_goal,3,2,38,0.01,8000838,libero_goal_task3,False,I,vla,immature,success,185,29,19.0,2.0,0.798,0.816,15.91,operational,838,libero_goal_task3,False,38,90838,8000838,0.01,vla,I,I,29,False,1,False,,,0.816,False,,True,True,False,False,False,True,24,0,15.913,2026-08-31 04:02:22,1,1,False,4.64,6.157,True,1,1,1.0,,,,,,,,teacher,True
839,683e79bbde4959da,683e79bbde4959da,libero_goal,5,2,39,0.01,8000839,libero_goal_task5,False,I,vla,immature,success,105,37,18.0,2.0,0.8213,0.8,4.87,operational,839,libero_goal_task5,False,39,90839,8000839,0.01,vla,I,I,37,False,1,False,,,0.8,False,,True,True,False,False,False,True,14,0,4.873,2026-08-31 04:02:40,1,1,False,5.735,6.344,True,0,0,0.0,,,,,,,,teacher,True
840,9660b5df6749083c,9660b5df6749083c,libero_object,9,2,0,0.01,8000840,libero_object_task9,False,M,habit,fire,success,111,20,22.0,0.0,0.9941,0.8,3.86,operational,840,libero_object_task9,False,0,90840,8000840,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.86,2026-08-31 04:02:46,1,1,False,4.65,6.215,True,2,0,0.0,,,,,,,,fire,True
841,06f6ae0b01af3984,06f6ae0b01af3984,libero_object,6,2,1,0.01,8000841,libero_object_task6,False,I,vla,immature,success,154,40,12.0,8.0,0.0144,0.8,14.25,operational,841,libero_object_task6,False,1,90841,8000841,0.01,vla,I,I,40,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,14.251,2026-08-31 04:02:51,1,1,False,6.272,7.821,True,0,0,0.0,,,,,,,,teacher,True
842,4e5d39595458e5ec,4e5d39595458e5ec,libero_object,6,2,2,0.01,8000842,libero_object_task6,False,I,vla,immature,success,158,41,12.0,8.0,0.0144,0.8,4.19,operational,842,libero_object_task6,False,2,90842,8000842,0.01,vla,I,I,41,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,4.186,2026-08-31 04:03:05,1,1,False,3.993,7.821,True,0,0,0.0,,,,,,,,teacher,True
843,99d6a3f7a960320b,99d6a3f7a960320b,libero_object,5,2,3,0.01,8000843,libero_object_task5,False,I,vla,immature,success,132,30,19.0,2.0,0.798,0.816,3.99,operational,843,libero_object_task5,False,3,90843,8000843,0.01,vla,I,I,30,False,1,False,,,0.816,False,,True,True,False,False,False,True,17,0,3.991,2026-08-31 04:03:09,1,1,False,4.907,7.184,True,1,1,1.0,,,,,,,,teacher,True
844,6630cdc369d2478c,6630cdc369d2478c,libero_10,0,2,4,0.01,8000844,libero_10_task0,False,I,vla,immature,success,271,28,6.0,14.0,0.0,0.8,18.11,operational,844,libero_10_task0,False,4,90844,8000844,0.01,vla,I,I,28,False,1,False,,,0.8,False,,True,True,False,False,False,True,34,0,18.106,2026-08-31 04:03:15,1,1,False,4.094,8.231,True,0,0,0.0,,,,,,,,teacher,True
845,3dd23f57caae6d04,3dd23f57caae6d04,libero_object,2,2,5,0.01,8000845,libero_object_task2,False,M,habit,fire,fail,280,20,22.0,1.0,0.9513,0.816,5.08,operational,845,libero_object_task2,False,5,90845,8000845,0.01,habit,M,M,20,False,1,False,,,0.816,True,False,False,,False,False,False,False,0,35,5.082,2026-08-31 04:03:35,1,1,False,7.401,7.286,False,3,1,0.3333,,,,,,,,fire,False
846,ed8939258f27a616,ed8939258f27a616,libero_object,6,2,6,0.01,8000846,libero_object_task6,False,I,vla,immature,success,143,42,12.0,8.0,0.0144,0.8,13.4,operational,846,libero_object_task6,False,6,90846,8000846,0.01,vla,I,I,42,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,13.4,2026-08-31 04:03:41,1,1,False,5.348,7.821,True,0,0,0.0,,,,,,,,teacher,True
847,becaff76f99b74f2,becaff76f99b74f2,libero_10,0,2,7,0.01,8000847,libero_10_task0,False,I,vla,immature,success,245,29,6.0,14.0,0.0,0.8,15.58,operational,847,libero_10_task0,False,7,90847,8000847,0.01,vla,I,I,29,False,1,False,,,0.8,False,,True,True,False,False,False,True,31,0,15.577,2026-08-31 04:03:56,1,1,False,5.368,8.231,True,0,0,0.0,,,,,,,,teacher,True
848,ea1bc9470b453900,ea1bc9470b453900,libero_object,0,2,8,0.01,8000848,libero_object_task0,False,I,vla,immature,success,136,34,18.0,2.0,0.8213,0.8,12.89,operational,848,libero_object_task0,False,8,90848,8000848,0.01,vla,I,I,34,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.893,2026-08-31 04:04:13,1,1,False,8.563,7.11,False,0,0,0.0,,,,,,,,teacher,True
849,7c17e1600319ba9e,7c17e1600319ba9e,libero_object,6,2,9,0.01,8000849,libero_object_task6,False,I,vla,immature,success,145,43,12.0,8.0,0.0144,0.8,5.28,operational,849,libero_object_task6,False,9,90849,8000849,0.01,vla,I,I,43,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,5.281,2026-08-31 04:04:27,1,1,False,6.421,7.821,True,0,0,0.0,,,,,,,,teacher,True
850,3b32d2d8889e9390,3b32d2d8889e9390,libero_10,5,2,10,0.01,8000850,libero_10_task5,False,I,vla,immature,success,179,23,17.0,3.0,0.6296,0.8,13.1,operational,850,libero_10_task5,False,10,90850,8000850,0.01,vla,I,I,23,False,1,False,,,0.8,False,,True,True,False,False,False,True,23,0,13.1,2026-08-31 04:04:34,1,1,False,5.172,6.98,True,0,0,0.0,,,,,,,,teacher,True
851,16281ce481807a7e,16281ce481807a7e,libero_object,1,2,11,0.01,8000851,libero_object_task1,False,I,vla,immature,success,132,33,11.0,9.0,0.0041,0.8,12.83,operational,851,libero_object_task1,False,11,90851,8000851,0.01,vla,I,I,33,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.835,2026-08-31 04:04:48,1,1,False,4.323,6.242,True,0,0,0.0,,,,,,,,teacher,True
852,69e955d655063445,69e955d655063445,libero_10,2,2,12,0.01,8000852,libero_10_task2,False,M,habit,fire,success,215,20,26.0,1.0,0.9845,0.8,3.29,operational,852,libero_10_task2,False,12,90852,8000852,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,27,3.288,2026-08-31 04:05:02,1,1,False,4.4,7.548,True,7,0,0.0,,,,,,,,fire,True
853,8831365b510e564a,8831365b510e564a,libero_object,6,2,13,0.01,8000853,libero_object_task6,False,I,vla,immature,success,146,44,12.0,8.0,0.0144,0.8,5.29,operational,853,libero_object_task6,False,13,90853,8000853,0.01,vla,I,I,44,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,5.285,2026-08-31 04:05:06,1,1,False,5.795,7.821,True,0,0,0.0,,,,,,,,teacher,True
854,c5910c4c53656097,c5910c4c53656097,libero_spatial,6,2,14,0.01,9000854,libero_spatial_task6,True,I,vla,immature,success,106,11,0,0,0.2,0.8,14.34,operational,854,libero_spatial_task6,True,14,100854,9000854,0.01,vla,I,I,11,False,0,False,,,0.8,False,,True,True,False,False,False,True,14,0,14.338,2026-08-31 04:05:13,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
855,cec0f01b11d36be3,cec0f01b11d36be3,libero_object,4,2,15,0.01,8000855,libero_object_task4,False,I,vla,immature,success,139,19,0,0,0.2,0.8,12.85,operational,855,libero_object_task4,False,15,90855,8000855,0.01,vla,I,I,19,False,0,False,,,0.8,False,,True,True,False,False,False,True,18,0,12.846,2026-08-31 04:05:29,0,0,False,4.665,6.7,True,0,0,0.0,,,,,,,,teacher,True
856,37446c464ebe2c2f,37446c464ebe2c2f,libero_object,8,2,16,0.01,8000856,libero_object_task8,False,M,habit,fire,success,143,20,34.0,0.0,0.9996,0.8,2.67,operational,856,libero_object_task8,False,16,90856,8000856,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,18,2.666,2026-08-31 04:05:42,1,1,False,5.609,7.012,True,14,0,0.0,,,,,,,,fire,True
857,da34979c6cea02cc,da34979c6cea02cc,libero_goal,1,2,17,0.01,8000857,libero_goal_task1,False,M,habit,fire,success,77,20,32.0,1.0,0.9944,0.804,3.67,operational,857,libero_goal_task1,False,17,90857,8000857,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,10,3.671,2026-08-31 04:05:46,1,1,False,5.045,6.561,True,13,1,0.0769,,,,,,,,fire,True
858,4f9e11c048adcfbb,4f9e11c048adcfbb,libero_goal,0,2,18,0.01,8000858,libero_goal_task0,False,I,vla,immature,success,150,28,14.0,6.0,0.1085,0.8,14.12,operational,858,libero_goal_task0,False,18,90858,8000858,0.01,vla,I,I,28,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,14.117,2026-08-31 04:05:50,1,1,False,4.245,6.126,True,0,0,0.0,,,,,,,,teacher,True
859,dfb57ac95cca76f4,dfb57ac95cca76f4,libero_object,7,2,19,0.01,8000859,libero_object_task7,False,I,vla,immature,success,125,36,16.0,4.0,0.414,0.8,12.78,operational,859,libero_object_task7,False,19,90859,8000859,0.01,vla,I,I,36,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.777,2026-08-31 04:06:05,1,1,False,5.41,7.127,True,0,0,0.0,,,,,,,,teacher,True
860,3b7f6f380b497ca1,3b7f6f380b497ca1,libero_spatial,1,2,20,0.01,8000860,libero_spatial_task1,False,I,vla,immature,success,109,39,17.0,3.0,0.6296,0.8,14.39,operational,860,libero_spatial_task1,False,20,90860,8000860,0.01,vla,I,I,39,False,1,False,,,0.8,False,,True,True,False,False,False,True,14,0,14.395,2026-08-31 04:06:19,1,1,False,5.244,6.402,True,0,0,0.0,,,,,,,,teacher,True
861,0f48f9d7a4de5217,0f48f9d7a4de5217,libero_goal,8,2,21,0.01,8000861,libero_goal_task8,False,M,habit,fire,fail,300,20,21.0,1.0,0.9424,0.816,5.95,operational,861,libero_goal_task8,False,21,90861,8000861,0.01,habit,M,M,20,False,1,False,,,0.816,True,False,False,,False,False,False,False,0,38,5.95,2026-08-31 04:06:35,1,1,False,5.924,6.892,True,2,1,0.5,,,,,,,,fire,False
862,a25d869f181ab520,a25d869f181ab520,libero_object,3,2,22,0.01,8000862,libero_object_task3,False,I,vla,immature,success,129,34,17.0,3.0,0.6296,0.8,11.52,operational,862,libero_object_task3,False,22,90862,8000862,0.01,vla,I,I,34,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,11.518,2026-08-31 04:06:41,1,1,False,6.953,6.318,False,0,0,0.0,,,,,,,,teacher,True
863,7f53817c74dd3c27,7f53817c74dd3c27,libero_goal,3,2,23,0.01,8000863,libero_goal_task3,False,I,vla,immature,success,177,30,19.0,2.0,0.798,0.816,14.31,operational,863,libero_goal_task3,False,23,90863,8000863,0.01,vla,I,I,30,False,1,False,,,0.816,False,,True,True,False,False,False,True,23,0,14.306,2026-08-31 04:06:54,1,1,False,5.204,6.157,True,1,1,1.0,,,,,,,,teacher,True
864,1a66d8e422ccdcd9,1a66d8e422ccdcd9,libero_goal,0,2,24,0.01,8000864,libero_goal_task0,False,I,vla,immature,success,155,29,14.0,6.0,0.1085,0.8,4.24,operational,864,libero_goal_task0,False,24,90864,8000864,0.01,vla,I,I,29,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,4.244,2026-08-31 04:07:08,1,1,False,5.013,6.126,True,0,0,0.0,,,,,,,,teacher,True
865,2a35efc45c14769d,2a35efc45c14769d,libero_spatial,0,2,25,0.01,8000865,libero_spatial_task0,False,I,vla,immature,success,72,33,18.0,2.0,0.8213,0.8,12.98,operational,865,libero_spatial_task0,False,25,90865,8000865,0.01,vla,I,I,33,False,1,False,,,0.8,False,,True,True,False,False,False,True,9,0,12.983,2026-08-31 04:07:14,1,1,False,5.512,6.735,True,0,0,0.0,,,,,,,,teacher,True
866,ffde4ae61e802e77,ffde4ae61e802e77,libero_goal,7,2,26,0.01,8000866,libero_goal_task7,False,M,habit,fire,success,68,20,25.0,0.0,0.997,0.8,2.27,operational,866,libero_goal_task7,False,26,90866,8000866,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.27,2026-08-31 04:07:27,1,1,False,3.594,6.59,True,5,0,0.0,,,,,,,,fire,True
867,66ad5360e93f7bfe,66ad5360e93f7bfe,libero_spatial,4,2,27,0.01,9000867,libero_spatial_task4,True,I,vla,immature,success,171,7,0,0,0.2,0.8,7.04,operational,867,libero_spatial_task4,True,27,100867,9000867,0.01,vla,I,I,7,False,0,False,,,0.8,False,,True,True,False,False,False,True,22,0,7.037,2026-08-31 04:07:31,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
868,65874c47cc2b8c73,65874c47cc2b8c73,libero_object,7,2,28,0.01,8000868,libero_object_task7,False,I,vla,immature,success,121,37,16.0,4.0,0.414,0.8,14.01,operational,868,libero_object_task7,False,28,90868,8000868,0.01,vla,I,I,37,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,14.007,2026-08-31 04:07:39,1,1,False,5.624,7.127,True,0,0,0.0,,,,,,,,teacher,True
869,b16160c98980353d,b16160c98980353d,libero_object,1,2,29,0.01,8000869,libero_object_task1,False,I,vla,immature,success,156,34,11.0,9.0,0.0041,0.8,5.43,operational,869,libero_object_task1,False,29,90869,8000869,0.01,vla,I,I,34,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,5.43,2026-08-31 04:07:55,1,1,False,4.005,6.242,True,0,0,0.0,,,,,,,,teacher,True
870,1bcf68981f659826,1bcf68981f659826,libero_goal,4,2,30,0.01,8000870,libero_goal_task4,False,M,habit,fire,success,81,20,37.0,1.0,0.9982,0.8,2.47,operational,870,libero_goal_task4,False,30,90870,8000870,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,2.465,2026-08-31 04:08:00,1,1,False,5.152,6.268,True,18,0,0.0,,,,,,,,fire,True
871,1a171f4722262bf8,1a171f4722262bf8,libero_object,5,2,31,0.01,8000871,libero_object_task5,False,I,vla,immature,success,165,31,19.0,2.0,0.798,0.816,4.4,operational,871,libero_object_task5,False,31,90871,8000871,0.01,vla,I,I,31,False,1,False,,,0.816,False,,True,True,False,False,False,True,21,0,4.4,2026-08-31 04:08:03,1,1,False,5.047,7.184,True,1,1,1.0,,,,,,,,teacher,True
872,fb5a8013e44a958b,fb5a8013e44a958b,libero_10,0,2,32,0.01,8000872,libero_10_task0,False,I,vla,immature,success,280,30,6.0,14.0,0.0,0.8,17.3,operational,872,libero_10_task0,False,32,90872,8000872,0.01,vla,I,I,30,False,1,False,,,0.8,False,,True,True,False,False,False,True,35,0,17.304,2026-08-31 04:08:09,1,1,False,5.149,8.231,True,0,0,0.0,,,,,,,,teacher,True
873,cf5bf03f45a63f2c,cf5bf03f45a63f2c,libero_object,9,2,33,0.01,8000873,libero_object_task9,False,M,habit,fire,success,111,20,23.0,0.0,0.9953,0.8,3.87,operational,873,libero_object_task9,False,33,90873,8000873,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.872,2026-08-31 04:08:27,1,1,False,4.735,6.215,True,3,0,0.0,,,,,,,,fire,True
874,1926efdb50d46c5e,1926efdb50d46c5e,libero_spatial,4,2,34,0.01,9000874,libero_spatial_task4,True,I,vla,immature,success,126,8,0,0,0.2,0.8,14.67,operational,874,libero_spatial_task4,True,34,100874,9000874,0.01,vla,I,I,8,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,14.675,2026-08-31 04:08:33,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
875,40a6568f93887f69,40a6568f93887f69,libero_goal,1,2,35,0.01,8000875,libero_goal_task1,False,M,habit,fire,success,83,20,33.0,1.0,0.996,0.8,3.73,operational,875,libero_goal_task1,False,35,90875,8000875,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,3.728,2026-08-31 04:08:49,1,1,False,5.946,6.561,True,14,1,0.0714,,,,,,,,fire,True
876,287b5a21a4a108db,287b5a21a4a108db,libero_object,2,2,36,0.01,8000876,libero_object_task2,False,M,habit,fire,success,106,20,23.0,1.0,0.9628,0.812,3.81,operational,876,libero_object_task2,False,36,90876,8000876,0.01,habit,M,M,20,False,1,False,,,0.812,True,True,False,,False,False,False,True,0,14,3.806,2026-08-31 04:08:54,1,1,False,4.328,7.286,True,4,1,0.25,,,,,,,,fire,True
877,b363ddd193348404,b363ddd193348404,libero_object,4,2,37,0.01,8000877,libero_object_task4,False,I,vla,immature,success,140,20,20.0,0.0,0.9908,0.8,15.01,operational,877,libero_object_task4,False,37,90877,8000877,0.01,vla,I,M,20,True,1,True,20,0,0.8,False,,True,True,False,False,False,True,18,0,15.013,2026-08-31 04:08:59,1,1,False,6.058,6.7,True,0,0,0.0,20,1,True,227.6,280.3,341,20,teacher,True
878,1323829fc8989eda,1323829fc8989eda,libero_10,5,2,38,0.01,8000878,libero_10_task5,False,I,vla,immature,success,160,24,17.0,3.0,0.6296,0.8,13.63,operational,878,libero_10_task5,False,38,90878,8000878,0.01,vla,I,I,24,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,13.629,2026-08-31 04:13:55,1,1,False,5.095,6.98,True,0,0,0.0,,,,,,,,teacher,True
879,6e1dfd5bd612204e,6e1dfd5bd612204e,libero_object,7,2,39,0.01,8000879,libero_object_task7,False,I,vla,immature,success,142,38,16.0,4.0,0.414,0.8,12.66,operational,879,libero_object_task7,False,39,90879,8000879,0.01,vla,I,I,38,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,12.661,2026-08-31 04:14:10,1,1,False,6.119,7.127,True,0,0,0.0,,,,,,,,teacher,True
880,26719ae36c92f880,26719ae36c92f880,libero_spatial,2,2,0,0.01,9000880,libero_spatial_task2,True,I,vla,immature,success,97,12,0,0,0.2,0.8,13.19,operational,880,libero_spatial_task2,True,0,100880,9000880,0.01,vla,I,I,12,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,13.188,2026-08-31 04:14:25,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
