metric,seed_or_cluster,old_rgbd,new_rgb,absolute_change,relative_change,source_old,source_new,note
online.system_success,1,0.956,0.9525,-0.0035,-0.003661,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.fire_success_rate,1,0.9638,0.9651,0.0013,0.001349,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.habit_firing_count,1,1465,1664,199,0.135836,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.firing_risk,1,0.0362,0.0349,-0.0013,-0.035912,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.demotion_count,1,5,2,-3,-0.6,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.rematuration_count,1,3,1,-2,-0.666667,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,old = demotions.events 중 regained_M
online.n_retrain_events,1,50,48,-2,-0.04,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.final_M,1,16,18,2,0.125,results/e5/summary_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.final_I,1,7,6,-1,-0.142857,results/e5/summary_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.final_X,1,10,9,-1,-0.1,results/e5/summary_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.final_U,1,0,0,0,,results/e5/summary_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
compute.operational_s,1,34495.8,33124.6,-1371.2,-0.03975,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
compute.formation_s,1,21364.5,19743.3,-1621.2,-0.075883,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
paired.system_success,1,0.956,0.9525,-0.0035,-0.003661,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,전체 스트림 합성 (논문 H4b 구성)
paired.full_vla_success,1,0.9573,0.9575,0.0002,0.000209,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,
